,Unnamed: 0,DaysFromFirstDate,State,district,Gender_F,Gender_M,Gender_Non-Binary,Positive,Married_couples_None_Households,NumDistrictHospitals_HMIS,Main_source_of_drinking_water_Un_covered_well_Households,Negative,LPG_or_PNG_Households,Household_size_3_to_5_persons_Households,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Type_of_bathing_facility_Enclosure_without_roof_Households,Power_Parity_Rs_330000_545000,Illiterate_Education,Cultivator_Workers,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Married_couples_3_or_more_Households,Female_ST,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Gender_Ratio,Households_with_Radio_Transistor,Marginal_Workers,Location_of_drinking_water_source_Away_Households,Married_couples_4_Households,Households_with_Telephone_Mobile_Phone_Both,Household_size_3_persons_Households,Power_Parity_Rs_425000_545000,Buddhists,Total_Power_Parity,Literate,Other_Workers,Having_bathing_facility_Total_Households,Households_with_Scooter_Motorcycle_Moped,type_Collection Site,Literate_Education,Ownership_Rented_Households,Main_source_of_drinking_water_River_Canal_Households,Household_size_6_8_persons_Households,deceased,Higher_Education,Married_couples_2_Households,Household_size_9_persons_and_above_Households,Area,Type_of_latrine_facility_Other_latrine_Households,Power_Parity_Rs_150000_240000,Female_Literate,Households,Main_source_of_drinking_water_Other_sources_Households,Housholds_with_Electric_Lighting,Married_couples_1_Households,DaysFromFirstDate_y,Main_source_of_drinking_water_Tapwater_Households,Power_Parity_Rs_45000_150000,Power_Parity_Rs_90000_150000,Urban_Households,Households_with_Telephone_Mobile_Phone_Mobile_only,Male_SC,NumSubDistrictHospitals_HMIS,recovered,Rural_population,Christians,confirmed,Urban_population,Main_source_of_drinking_water_Tubewell_Borehole_Households,Ownership_Owned_Households,Type_of_fuel_used_for_cooking_Any_other_Households,Religion_Not_Stated,Below_Primary_Education,NumRuralHospitals_NHP18,Location_of_drinking_water_source_Near_the_premises_Households,Power_Parity_Rs_240000_330000,Primary_Education,Households_with_Telephone_Mobile_Phone_Landline_only,Other_Education,Not_having_bathing_facility_within_the_premises_Total_Households,active,Households_with_Bicycle,Others_Religions,Household_size_1_to_2_persons,Household_size_5_persons_Households,Female,Total_Education,Secondary_Education,NumUrbanBeds_NHP18,Male_Literate,Population,ST,DaysFromFirstDate_x,Hindus,Female_SC,Households_with_Internet,Type_of_latrine_facility_Pit_latrine_Households,Main_source_of_drinking_water_Spring_Households,Male,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Graduate_Education,Condition_of_occupied_census_houses_Dilapidated_Households,Age_not_stated,Power_Parity_Rs_45000_90000,Male_Workers,Female_Workers,Population.1,Power_Parity_Rs_330000_425000,Age_Group_50,Muslims,Non_Workers,TotalPublicHealthFacilities_HMIS,Married_couples_5__Households,Having_latrine_facility_within_the_premises_Total_Households,Workers,Age_Group_30_49,NumUrbanHospitals_NHP18,NumPrimaryHealthCenters_HMIS,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Married_couples_3_Households,Location_of_drinking_water_source_Within_the_premises_Households,type_Private Laboratory,Households_with_Telephone_Mobile_Phone,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Main_Workers,Agricultural_Workers,type_Government Laboratory,Male_ST,Middle_Education,Household_size_2_persons_Households,Rural_Households,Density,TotalSamples,Sikhs,Households_with_separate_kitchen_Cooking_inside_house,Households_with_Television,Households_with_Computer,NumCommunityHealthCenters_HMIS,Power_Parity_Above_Rs_545000,zone,Households_with_Car_Jeep_Van,Household_Workers,Age_Group_0_29,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Power_Parity_Less_than_Rs_45000,Jains,Household_size_4_persons_Households,Household_size_1_person_Households,Power_Parity_Rs_150000_330000,NumPublicBeds_HMIS,NumRuralBeds_NHP18,SC,District_code,state_active,state_recovered,state_deceased
208,208,9,Tamil Nadu,Thiruvallur,0,1,0,2323.0,117828,32.0,53570,115761.0,621907,671689,5948,133464,1348,610048,73444,858,10766,23551,10795,996,222750,290136,63193,1021,78827,185181,876,951,7731,2791721,1135784,786843,363741,0,2687680,291863,412,103687,0,303091,93063,12554,"130,058",11779,1137,1296010,1119433,41640,909400,717165,105,625071,3672,1732,732196,630578,410526,310.0,30,37229590,233633,56,34917440,148885,636443,474,18959,181452,692.0,531907,455,461918,62993,66378,151979,26,374923,530,150892,164709,1852042,3297728,622789,37353.0,1495711,72147030,47243,105,3325823,411120,75634,76666,1374,1876062,175520,451321,17057,4419,1940,1103563,434491,3728104,472,643614,143093,2190050,2581.0,130,636991,1538054,1154775,525.0,1854,112276,9615,343722,10,772398,44284,1247918,270586,16,23692,600731,118838,387237,555,119748.0,1422,805187,857364,174279,385.0,580,3.0,54505,58240,1925296,280985,539,3693,321799,32054,1592,72616.0,40179.0,821646,602,797,352,18
209,209,10,Bihar,Bhojpur,0,1,0,466.0,34932,43.0,4543,2299.0,45763,142899,1326,152852,78,1005140,190896,464,58276,6614,6854,918,119372,310484,24348,13900,9622,29472,48,647,2600,1599151,218737,216412,43689,0,2172525,9625,268,150381,0,163303,94321,88646,"94,163",2527,243,625665,511927,4615,62153,228026,106,15589,1603,535,77368,246774,222716,33.0,1,92341436,2165,12,11758016,3508,401256,6058,7496,581580,930.0,78650,21,605307,11934,10630,199143,11,206776,48,33629,63618,1298027,3177665,313509,5936.0,973486,104099452,13977,106,2518216,202686,3661,7772,81,1430380,387248,131137,35885,5559,1068,640283,182210,2728407,30,387389,197819,1905914,2146.0,7473,112983,822493,613072,103.0,2007,4227,36903,312557,0,268330,5428,512009,364875,6,7363,367059,25259,434559,"1,102",24118.0,544,386150,87879,34658,63.0,53,2.0,7391,47985,1722387,296961,602,1472,49809,8370,264,17796.0,6083.0,425402,231,151,18,0
210,210,10,Bihar,Buxar,5,6,0,466.0,20387,43.0,4471,2299.0,27362,88936,589,92957,31,457814,132472,301,37653,12722,3597,918,78643,209775,19459,9136,4408,18203,19,5090,1556,989807,127938,130771,26325,0,1344677,4718,212,96849,0,89306,59439,56545,"94,163",1201,135,396263,334657,3395,46760,144919,106,10728,966,313,35405,162604,131821,33.0,5,92341436,2125,51,11758016,3437,254972,2628,1858,331675,930.0,54463,8,420187,7107,5224,131627,46,137996,57,20068,40198,818375,1802491,178044,5936.0,593544,104099452,26824,106,1591454,119916,1784,3645,94,887977,240965,64117,27055,2228,653,402180,136142,1706352,12,253998,105423,1168030,2146.0,5116,64826,538322,375372,103.0,2007,2034,23401,188476,0,174119,4002,328547,251790,6,14102,256124,15443,299252,"1,102",24118.0,248,244087,48405,19324,63.0,25,3.0,5341,26122,1074754,194429,392,97,30535,4625,143,17796.0,6083.0,251737,232,151,18,0
211,211,10,Bihar,Madhubani,2,11,0,466.0,74516,43.0,2224,2299.0,47090,441220,1462,172231,27,2003079,396880,1258,28218,1934,19942,918,300530,562847,142744,4700,14946,108433,17,328,3520,2155338,244482,235903,59254,0,2698989,8410,546,278421,0,170563,116811,58731,"94,163",3401,165,815253,1088786,11240,113281,681994,106,19775,2203,668,41234,452569,303389,33.0,0,92341436,3262,18,11758016,30900,884913,18924,11534,783888,930.0,412398,7,771417,19016,11352,665636,18,416574,169,123167,175465,2158066,4702068,303114,5936.0,1340085,104099452,3990,106,3652168,283769,5319,16915,349,2329313,859607,137780,43081,5601,1535,1105947,530991,4487379,10,611899,818912,2850441,2146.0,1412,166993,1636938,1009424,103.0,2007,4200,22106,346397,0,486531,13393,1074091,940642,6,2056,520875,102414,1047552,"1,102",24118.0,564,704604,73851,65548,63.0,26,2.0,11636,54934,2860455,725870,1090,442,157322,20753,172,17796.0,6083.0,587158,207,151,18,0
212,212,10,Bihar,Nalanda,0,1,0,466.0,43233,43.0,38426,2299.0,43761,191481,1462,122948,82,1324385,221240,892,46830,714,12505,918,81505,304471,99223,10089,9650,39387,51,414,2578,1519933,237574,180298,29239,0,1985188,17540,303,175870,0,177358,99650,76349,"94,163",3402,216,600375,616663,10732,101378,297609,106,38617,1587,523,102522,250849,315240,33.0,12,92341436,1978,36,11758016,6072,464186,7136,6435,581978,930.0,164405,22,486266,12973,11159,307024,24,121583,64,43622,83371,1380593,3309573,274556,5936.0,919558,104099452,1442,106,2669775,292432,4156,18056,325,1497060,390009,133032,44622,3199,1064,703405,342015,2877653,31,403129,198033,1832233,2146.0,4144,149675,1045420,642197,103.0,2007,3720,32597,223694,0,273472,12252,740949,534021,6,728,320839,33798,514141,"1,102",24118.0,393,444936,87070,43848,63.0,48,2.0,7955,52585,1829128,330701,624,561,68723,9824,238,17796.0,6083.0,607672,229,151,18,0
213,213,10,Bihar,Rohtas,3,4,0,466.0,33837,43.0,8126,2299.0,41659,166203,1544,163333,73,876443,218087,471,58724,15251,6234,918,123491,382440,26201,13663,8169,32977,45,1584,1555,1799832,252736,248462,49892,0,2188753,15995,556,166881,0,194928,103275,87548,"94,163",2969,167,738049,608061,5613,114893,260042,106,25242,951,363,95678,291988,286596,33.0,0,92341436,2889,52,11758016,5158,433720,5119,6185,535187,930.0,73129,20,548971,12400,16006,207416,52,224824,537,35246,75928,1416372,3065196,333053,5936.0,1061783,104099452,31650,106,2645415,262950,4594,5419,121,1543546,412516,161555,28748,3809,588,707939,216940,2959918,28,407193,300487,2035039,2146.0,7318,128652,924879,673742,103.0,2007,4727,37743,356548,0,312557,6761,542439,405544,6,16399,399053,27143,512383,"1,102",24118.0,2569,432151,106218,36279,63.0,46,3.0,10819,48512,1875174,322377,299,252,57298,8103,187,17796.0,6083.0,549546,234,151,18,0
214,214,10,Chandigarh,Chandigarh,2,12,0,88.0,42854,4.0,45,1131.0,168344,144460,164,7208,7843,184265,2578,204,5667,0,542,818,65936,18207,5182,676,47345,36024,4461,1160,34145,805438,395072,210801,109701,0,731491,110377,12,43001,0,98786,24076,7984,114,196,4285,340092,298367,1120,231204,162464,106,227354,10783,7152,289456,148411,106356,1.0,18,28991,8720,88,1026459,2001,112043,263,1014,80406,0.0,27384,2444,118667,14027,20188,24260,70,135055,246,39616,44396,474787,915756,124707,778.0,465346,1055450,0,106,852574,92730,44283,1178,36,580663,6167,174528,8256,346,3631,328159,75977,1055450,3382,148945,51447,651314,47.0,119,206017,404136,303748,4.0,40,67323,4872,202495,0,209783,1372,385929,1687,3,0,114209,24396,8911,"9,252",1252.0,138329,226263,193932,78113,2.0,7897,3.0,60494,4799,602411,7578,893,1960,64040,15220,6729,3756.0,0.0,199086,55,70,18,0
215,215,10,Gujarat,Surat,0,1,0,4721.0,216710,37.0,12286,64053.0,815423,788695,4989,157733,3094,942150,109549,84,49399,424863,5294,919,395329,148254,62145,6081,100342,193437,1924,12902,16368,4571410,2076214,1150519,530528,0,4495898,478407,402,276610,26,433651,178819,59925,"196,024",5698,1780,1883942,1899838,20722,1252452,854742,106,1047402,7398,4428,1529998,855336,82202,44.0,66,34694609,21052,640,25745083,117310,788508,1308,3945,566242,364.0,228438,1700,1332690,39959,79862,149151,548,397563,3920,174440,254274,2679098,5438048,896927,20565.0,2687468,60439692,856952,106,5260193,75913,55694,23291,167,3402224,207420,379505,8298,53718,2970,2142819,410723,6081322,1170,723415,660772,3527780,2236.0,1103,1103767,2553542,1740746,122.0,1770,112976,42215,1009087,4,995637,21375,2405288,325739,10,432089,807021,126211,369840,308,68774.0,5703,1275151,788447,149331,385.0,1684,3.0,106983,42040,3563443,149810,712,112835,340984,48229,3480,41129.0,11715.0,158115,492,733,168,47
216,216,10,Gujarat,Vadodara,1,3,0,4721.0,98592,37.0,16732,64053.0,411734,502358,908,108542,1489,910219,312126,560,42196,563236,7288,919,264896,332813,94469,4634,83851,124359,905,2069,9753,2893080,793306,632580,351423,0,2868332,88479,5373,206020,21,268451,172826,49094,"196,024",1375,889,1278993,1240425,7232,798277,566507,106,639002,4617,2837,692971,462473,114602,44.0,102,34694609,23813,308,25745083,39945,771779,276,3110,396624,364.0,218599,924,865726,37602,60177,247541,185,399901,1124,122649,165191,2011890,3778551,504732,20565.0,1614087,60439692,1149901,106,3713941,107027,53606,28086,1387,2153736,198108,314960,11888,28401,1780,1233312,460161,4165626,584,733710,384579,2472153,2236.0,824,543474,1693473,1190041,122.0,1770,95845,36738,567053,4,583926,14552,1360660,570361,10,586665,457662,87480,547454,308,68774.0,9340,820324,497049,117818,385.0,1360,3.0,72630,17680,2213474,323337,473,27650,212808,35169,1813,41129.0,11715.0,221629,486,733,168,47
217,217,10,Karnataka,Chikkaballapura,1,0,0,589.0,37923,42.0,2553,61855.0,50936,176104,1322,38358,70,380402,212226,383,8312,77331,4368,973,37835,104213,70194,1156,14141,43299,43,85,471,783222,200337,189857,57408,0,843041,38884,117,55018,2,80928,42283,10135,"191,791",2368,30,341064,409702,5017,257243,193793,106,201796,250,121,94053,135265,157628,147.0,11,37469335,4684,19,23625962,67599,238516,189,1078,100059,2471.0,146545,19,219778,18142,6631,92454,6,96837,77,41054,52927,618667,1223443,187040,49093.0,442158,61095297,156487,106,1100131,154937,2672,44568,467,636437,70656,55056,11839,1490,129,384452,255326,1255104,27,236864,147810,615326,2943.0,360,102957,639778,350299,374.0,2547,4772,6796,65572,5,167548,5984,535565,206939,12,79156,193549,28578,315649,319,64898.0,264,266111,152493,17360,207.0,39,2.0,6620,20276,666451,172302,65,975,79878,12476,49,56333.0,21072.0,312565,582,53,30,5
218,218,10,Karnataka,Dakshina Kannada,0,2,0,589.0,69632,42.0,172955,61855.0,175270,255603,87,11274,582,298846,33810,8529,16035,41307,2859,973,147263,83245,30556,2820,102433,65931,360,445,3959,1666323,746430,404062,97610,0,1718483,55501,1988,87861,3,178989,49688,30620,"191,791",368,483,802304,650292,5299,386300,289936,106,185763,1935,1051,317373,231383,73324,147.0,11,37469335,171398,23,23625962,34891,359286,289,996,191317,2471.0,57564,159,520715,42129,36295,21229,9,69944,138,51207,79757,1054935,2017329,309141,49093.0,864019,61095297,82268,106,1403854,74854,23305,89910,2291,1034714,37994,185916,11507,880,884,620903,376818,2089649,222,407902,501896,1091928,2943.0,662,394069,997721,608450,374.0,2547,31907,12553,337171,5,375945,18107,914476,29274,12,40961,296110,36967,332919,319,64898.0,525,416185,285365,55233,207.0,461,2.0,47655,188207,1072417,29334,340,10397,109915,14240,642,56333.0,21072.0,148178,575,53,30,5
219,219,10,Karnataka,Davanagere,3,3,0,589.0,49045,42.0,3072,61855.0,100812,249307,3557,61319,574,467414,230846,529,15775,115304,3885,973,44415,170108,74855,2466,21280,54589,337,164,3062,1308540,317050,353628,90291,0,1476376,73448,4433,89741,0,154781,54132,23597,"191,791",5397,233,587903,530691,2370,372671,285888,106,282186,1588,723,176011,239519,198299,147.0,2,37469335,5420,10,23625962,92179,320621,345,7176,242130,2471.0,208670,169,446793,23773,32375,51212,8,146389,1743,42195,85525,959097,1943790,269748,49093.0,720637,61095297,233112,106,1658465,194296,7320,77157,305,986400,109075,123863,19580,2255,865,585639,289568,1945497,237,336173,265805,1070290,2943.0,675,188046,875207,538551,374.0,2547,15464,12634,121315,5,284572,7637,705099,295873,12,117808,206686,31291,354680,319,64898.0,307,391623,256051,39416,207.0,91,2.0,15449,31438,1068518,205125,406,6417,109193,10904,402,56333.0,21072.0,392595,567,53,30,5
220,220,10,Karnataka,Dharwad,0,1,0,589.0,48850,42.0,2403,61855.0,140584,223035,734,32917,623,428556,164279,22327,17758,43375,4680,973,77142,93885,52813,3053,30610,52869,386,715,3519,1301664,396449,349008,91208,0,1363803,87134,2568,79875,0,143453,45952,24731,"191,791",1518,415,589888,483104,2689,347962,259494,106,300159,1738,937,283397,211479,89137,147.0,2,37469335,28747,10,23625962,33936,275419,988,7436,252596,2471.0,106104,170,383041,24241,34302,23046,8,111313,2748,44413,78024,909817,1792359,227113,49093.0,711776,61095297,87548,106,1390020,88718,15013,12686,140,937206,40704,137768,10402,823,801,543776,241057,1847023,237,322577,386834,1062190,2943.0,991,212091,784833,505688,374.0,2547,27168,13714,213137,5,266330,27724,690948,207642,12,44173,185530,32050,199707,319,64898.0,1486,366405,233604,49585,207.0,284,2.0,21127,16463,1017935,146939,289,29037,92142,12363,585,56333.0,21072.0,177855,562,53,30,5
221,221,10,Karnataka,Mandya,3,5,0,589.0,61681,42.0,5650,61855.0,80452,281659,1460,21176,488,504734,388981,132,10999,11092,4053,973,103964,156507,57395,1467,15234,72440,300,299,2628,1149649,248434,388674,96273,0,1270494,47339,673,72273,0,157839,56457,12979,"191,791",2271,156,510981,562302,2085,391033,297441,106,330827,1388,609,103435,221352,131675,147.0,4,37469335,8506,26,23625962,58173,370797,151,2430,145178,2471.0,208469,134,309476,28508,19987,37904,22,192330,109,59667,77223,900684,1775228,308624,49093.0,638668,61095297,22402,106,1712695,133619,3367,91950,353,905085,84217,102838,18238,1126,779,575203,296205,1805769,188,375100,77801,934361,2943.0,300,159818,871408,527236,374.0,2547,6547,9232,160714,5,265094,3243,714901,216159,12,11310,226552,41173,458867,319,64898.0,322,415226,236020,20265,207.0,53,2.0,8188,17834,902307,261123,408,3607,131996,18494,290,56333.0,21072.0,265294,573,53,30,5
222,222,10,Tamil Nadu,Ariyalur,0,1,0,2526.0,31577,32.0,7201,124852.0,39642,125800,153,10906,63,233438,107312,609,1339,5448,1950,996,36609,87610,12471,87,7216,35012,44,88,1258,480604,72138,40121,40913,0,532701,14004,275,27758,0,53934,18746,1353,"130,058",588,121,211022,254277,1006,177502,146444,106,173304,752,234,30322,121775,88076,310.0,4,37229590,37403,7,34917440,8599,181005,197,853,60697,692.0,152795,108,134123,5367,16126,157985,3,104900,42,43195,37933,380191,766139,96860,37353.0,269582,72147030,10722,106,708397,88154,1749,4701,347,374703,14696,57524,6348,536,518,212547,147304,754894,19,157771,7942,395043,2581.0,9,35933,359851,216103,525.0,1854,3046,1243,32840,10,134358,2237,272241,166837,16,5274,113437,30209,223955,555,129363.0,104,159746,165150,8371,385.0,18,2.0,2937,13564,380484,158588,196,65,52855,12986,229,72616.0,40179.0,176230,616,991,563,22
223,223,10,Tamil Nadu,Chennai,75,102,0,2526.0,118340,32.0,3500,124852.0,910262,798018,2888,15930,1962,419065,14454,80,17628,4854,2587,996,398414,197743,16519,1926,214074,237897,1214,2804,15742,3776276,1751824,1073399,515581,0,3642032,565934,49,122912,16,464207,111380,15916,"130,058",3927,1954,1808197,1314125,18353,1096334,859219,106,908587,5802,3685,1314125,688857,389001,310.0,222,37229590,358662,1086,34917440,43461,522493,619,38356,167207,692.0,245763,1866,516445,114191,67277,33168,848,409796,1759,169721,182588,2310888,4061097,801050,37353.0,1968079,72147030,10061,106,3751322,390666,217368,7440,1061,2335844,170162,905515,9435,6894,2117,1369302,447995,4646732,748,899279,439270,2829435,2581.0,414,1057802,1817297,1468902,525.0,1854,264763,15288,844285,10,1017122,19543,1619554,13674,16,5207,720331,139139,0,555,129363.0,2851,1092062,1055696,355838,385.0,3686,3.0,146388,37345,2271657,6553,471,51708,377533,30582,3820,72616.0,40179.0,779667,603,991,563,22
224,224,10,Tamil Nadu,Cuddalore,1,0,0,2526.0,90912,32.0,8151,124852.0,244610,431186,1607,85176,632,634041,165170,138,7371,7759,6763,996,121956,332609,35499,773,29494,107152,432,236,5300,1815281,433271,293116,178515,0,1868837,98143,464,97658,0,186394,65535,7495,"130,058",3082,683,814959,758209,4070,598412,473604,106,498446,2677,1097,260780,409698,383943,310.0,26,37229590,83334,28,34917440,62059,526657,279,5101,169844,692.0,389219,405,412237,30829,67411,344306,2,343988,138,101083,131975,1294217,2502878,386652,37353.0,1000322,72147030,15702,106,2391675,380001,15396,23981,1409,1311697,122085,227530,13516,3217,1580,749633,420247,2605914,200,473617,123749,1436034,2581.0,165,230004,1169880,764669,525.0,1854,27077,6433,212704,10,470021,6081,837271,539412,16,7943,418769,75857,497429,555,129363.0,401,455369,555029,50938,385.0,385,2.0,19828,32027,1364411,394057,519,1280,192059,25226,1088,72616.0,40179.0,763944,617,991,563,22
225,225,10,Tamil Nadu,Dindigul,1,0,0,2526.0,77288,32.0,21095,124852.0,209640,375642,3086,110764,707,480681,165405,934,6698,3969,4960,996,130963,142138,41028,543,20547,107295,479,256,4682,1481834,440962,356703,147737,0,1595029,106467,1758,68502,1,153100,64405,5217,"130,058",4884,634,665654,713542,5001,500057,414781,106,459347,2362,1000,269724,335455,225573,310.0,71,37229590,169945,81,34917440,57892,445908,391,4546,207751,692.0,381313,322,386421,23837,29443,206469,9,222834,138,113811,95903,1078837,2075710,282628,37353.0,816180,72147030,8064,106,1879494,226803,9155,36351,3328,1080938,66961,163050,9191,2707,1362,665469,439686,2159775,228,443528,105012,1054620,2581.0,99,187447,1105155,647806,525.0,1854,15800,6056,140831,10,379839,11021,963017,467959,16,4095,372636,83532,443818,555,129363.0,313,458498,458486,38677,385.0,236,2.0,15538,30829,1065734,330624,421,71,172444,30279,956,72616.0,40179.0,452376,612,991,563,22
226,226,10,Tamil Nadu,Kancheepuram,1,1,0,2526.0,123421,32.0,39231,124852.0,622095,701330,5912,132855,1354,678374,89343,3262,11193,20605,9949,996,240359,306436,61890,1025,103399,196143,832,990,8349,3013382,1257225,805076,418526,0,2867809,281627,1411,115195,1,312208,97620,11202,"130,058",9902,1138,1401921,1213504,26856,961161,761575,106,732354,3958,1965,774705,665334,474264,310.0,9,37229590,256762,27,34917440,129924,700252,475,21978,183054,692.0,496248,560,535947,63983,67354,188733,17,425865,756,166082,179266,1985294,3546183,634172,37353.0,1611461,72147030,41210,106,3537399,473817,100322,51093,1413,2012958,163172,526886,13344,5581,1993,1181308,492506,3998252,522,715895,173785,2324438,2581.0,155,651240,1673814,1200284,525.0,1854,137686,10013,435671,10,832716,32942,1367378,272514,16,20605,608188,128984,438799,555,129363.0,1620,822329,904619,200738,385.0,797,3.0,68427,54732,2076492,323242,541,4962,325921,37098,1698,72616.0,40179.0,948081,604,991,563,22
227,227,10,Tamil Nadu,Karur,0,1,0,2526.0,46334,32.0,7098,124852.0,135831,185113,468,43109,271,276930,85872,23,3206,278,3276,996,73515,34791,13834,291,13620,57883,172,29,2151,727044,245249,168148,117119,0,759410,61893,683,32276,0,77874,31734,2981,"130,058",1201,267,325318,364661,2094,264949,206574,106,250198,1113,485,152420,183206,108809,310.0,42,37229590,16483,42,34917440,20977,221047,60,822,76629,692.0,167820,158,190229,13922,14951,119700,0,153941,79,67478,44314,536309,1036340,146666,37353.0,401726,72147030,575,106,993666,112576,4915,14410,291,528184,26150,85595,4724,420,628,329034,214264,1064493,99,241843,53292,521195,2581.0,42,118708,543298,320645,525.0,1854,10393,2873,106194,10,210748,3091,508507,200837,16,297,167466,45727,212241,555,129363.0,115,221882,250010,17995,385.0,145,2.0,10648,11340,501585,153234,199,7,82916,21751,425,72616.0,40179.0,221385,613,991,563,22
228,228,10,Tamil Nadu,Madurai,3,0,0,2526.0,112608,32.0,3207,124852.0,391821,552457,5747,66623,1082,449125,92719,1171,8241,5474,7653,996,228106,180730,65204,762,47472,154348,710,199,6917,2273430,841792,551839,228557,0,2398674,279755,810,83006,2,250285,71390,8561,"130,058",8103,980,1049620,1010441,19034,754141,605700,106,678712,3158,1526,592723,530152,205098,310.0,42,37229590,97711,87,34917440,62999,491822,304,8602,234611,692.0,434208,502,525151,41298,39350,246100,43,325803,305,153915,139168,1511777,2847799,453509,37353.0,1223810,72147030,11096,106,2760502,203878,34097,26772,2055,1526475,90919,363152,10479,2532,1632,902704,451928,3038252,372,593827,168881,1683620,2581.0,129,472221,1354632,913715,525.0,1854,54832,7350,298527,10,618922,23070,1173902,372828,16,5622,532616,113256,417718,555,129363.0,520,714764,708942,95311,385.0,738,3.0,30852,47293,1528178,283179,458,1532,258941,40659,1482,72616.0,40179.0,408976,623,991,563,22
229,229,10,Tamil Nadu,Nagapattinam,0,1,0,2526.0,68437,32.0,5211,124852.0,143846,273370,506,35519,267,253572,67482,291,3832,1909,5329,996,111474,185666,25170,436,35755,75810,157,450,3026,1213008,247900,155663,86939,0,1306690,40644,71,54186,0,122350,31907,4363,"130,058",2193,313,572092,517740,3838,381940,308480,106,266938,1689,697,118724,216892,252332,310.0,42,37229590,47579,45,34917440,20471,365468,132,3475,136593,692.0,282989,253,323359,29771,35762,256993,3,219886,110,80737,79246,818323,1560262,249630,37353.0,640916,72147030,3756,106,1435072,257435,5585,13592,151,798127,134810,125639,12469,974,992,461174,210820,1616450,110,323706,128617,944456,2581.0,93,163184,671994,463326,525.0,1854,9238,3303,104497,10,282418,4351,486328,345057,16,1847,313357,57264,399016,555,129363.0,184,352112,362211,19692,385.0,170,2.0,9042,11555,828444,238621,334,963,118314,23473,566,72616.0,40179.0,509767,618,991,563,22
230,230,10,Tamil Nadu,Thanjavur,2,0,0,2526.0,93957,32.0,1831,124852.0,223044,405697,9827,59898,557,461123,129913,98,7135,1822,6974,996,137848,139595,20460,710,42853,111423,370,795,4914,1790998,397605,275134,161750,0,1812871,108700,152,82659,0,178126,58184,7394,"130,058",10854,603,846734,753372,2937,555582,445798,106,499900,2538,1064,274302,374054,225859,310.0,35,37229590,133971,56,34917440,34935,475525,171,2805,138375,692.0,374666,389,431983,30075,49261,329940,21,343328,148,109324,114151,1223474,2273994,373111,37353.0,944264,72147030,3561,106,2075870,229203,13495,18669,1448,1182416,97701,222410,21937,1543,1474,680483,293596,2405890,187,499235,190814,1431811,2581.0,146,272623,974079,712017,525.0,1854,24121,6279,209948,10,446982,4635,834484,415361,16,1739,419605,77638,479070,555,129363.0,231,514461,522490,42912,385.0,348,3.0,17231,31200,1193095,307799,481,1256,180123,31686,992,72616.0,40179.0,455062,620,991,563,22
231,231,10,Tamil Nadu,Thiruvallur,1,5,0,2526.0,117828,32.0,53570,124852.0,621907,671689,5948,133464,1348,610048,73444,858,10766,23551,10795,996,222750,290136,63193,1021,78827,185181,876,951,7731,2791721,1135784,786843,363741,0,2687680,291863,412,103687,0,303091,93063,12554,"130,058",11779,1137,1296010,1119433,41640,909400,717165,106,625071,3672,1732,732196,630578,410526,310.0,44,37229590,233633,62,34917440,148885,636443,474,18959,181452,692.0,531907,455,461918,62993,66378,151979,18,374923,530,150892,164709,1852042,3297728,622789,37353.0,1495711,72147030,47243,106,3325823,411120,75634,76666,1374,1876062,175520,451321,17057,4419,1940,1103563,434491,3728104,472,643614,143093,2190050,2581.0,130,636991,1538054,1154775,525.0,1854,112276,9615,343722,10,772398,44284,1247918,270586,16,23692,600731,118838,387237,555,129363.0,1422,805187,857364,174279,385.0,580,3.0,54505,58240,1925296,280985,539,3693,321799,32054,1592,72616.0,40179.0,821646,602,991,563,22
232,232,10,Tamil Nadu,Viluppuram,0,1,0,2526.0,102350,32.0,35352,124852.0,228172,518788,1117,125683,389,999902,369646,1860,14726,37289,7054,996,101921,442447,57534,1706,27731,120940,271,238,5306,2195776,463153,307759,184050,0,2430170,67280,1555,154822,2,246856,107471,16143,"130,058",3534,564,961297,967314,5283,748444,579796,106,663958,3043,1041,159272,484134,510869,310.0,26,37229590,138279,55,34917440,59841,726665,190,6884,202930,692.0,612231,437,646306,35440,45680,496584,27,351418,278,114590,175528,1718054,3430072,508930,37353.0,1234479,72147030,74859,106,3174941,504847,8472,21746,842,1740819,90689,229726,15143,3476,2002,1017383,685866,3458873,118,624042,133896,1755624,2581.0,368,169801,1703249,949892,525.0,1854,14829,12652,134578,10,547305,9540,1260802,832213,16,37570,549742,86811,808042,555,129363.0,325,459716,676077,43311,385.0,143,2.0,13030,38237,1881463,621276,730,4032,222320,27779,1001,72616.0,40179.0,1015716,607,991,563,22
